row_id,char,unicode,tier,struct_cjkvi,owner_audit_structure_note,decomposition_status,candidate_cnbe_status,source_boundary,review_result,review_note,reviewer_id,review_date
PENC_198,𬘓,U+2C613,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_199,𬘘,U+2C618,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_200,𬘡,U+2C621,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_201,𬘩,U+2C629,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_202,𬘫,U+2C62B,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_203,𬘬,U+2C62C,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_204,𬘭,U+2C62D,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_205,𬘯,U+2C62F,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_206,𬙂,U+2C642,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_207,𬙊,U+2C64A,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_208,𬙋,U+2C64B,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_209,𬜬,U+2C72C,T3,上下,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_210,𬜯,U+2C72F,T3,上下,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_211,𬞟,U+2C79F,T3,上下,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_212,𬟁,U+2C7C1,T3,上下,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_213,𬟽,U+2C7FD,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_214,𬣙,U+2C8D9,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_215,𬣞,U+2C8DE,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_216,𬣡,U+2C8E1,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_217,𬣳,U+2C8F3,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_218,𬤇,U+2C907,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_219,𬤊,U+2C90A,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_220,𬤝,U+2C91D,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_221,𬨂,U+2CA02,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_222,𬨎,U+2CA0E,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_223,𬩽,U+2CA7D,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_224,𬪩,U+2CAA9,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_225,𬬩,U+2CB29,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_226,𬬭,U+2CB2D,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_227,𬬮,U+2CB2E,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_228,𬬱,U+2CB31,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_229,𬬸,U+2CB38,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_230,𬬹,U+2CB39,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_231,𬬻,U+2CB3B,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_232,𬬿,U+2CB3F,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_233,𬭁,U+2CB41,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_234,𬭊,U+2CB4A,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_235,𬭎,U+2CB4E,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_236,𬭚,U+2CB5A,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_237,𬭛,U+2CB5B,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_238,𬭤,U+2CB64,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_239,𬭩,U+2CB69,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_240,𬭬,U+2CB6C,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_241,𬭯,U+2CB6F,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_242,𬭳,U+2CB73,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_243,𬭶,U+2CB76,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_244,𬭸,U+2CB78,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_245,𬭼,U+2CB7C,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_246,𬮱,U+2CBB1,T3,上三包,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_247,𬮿,U+2CBBF,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_248,𬯀,U+2CBC0,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_249,𬯎,U+2CBCE,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_250,𬱖,U+2CC56,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_251,𬱟,U+2CC5F,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_252,𬳵,U+2CCF5,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_253,𬳶,U+2CCF6,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_254,𬳽,U+2CCFD,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_255,𬳿,U+2CCFF,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_256,𬴂,U+2CD02,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_257,𬴃,U+2CD03,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_258,𬴊,U+2CD0A,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_259,𬶋,U+2CD8B,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_260,𬶍,U+2CD8D,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_261,𬶏,U+2CD8F,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_262,𬶐,U+2CD90,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_263,𬶟,U+2CD9F,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_264,𬶠,U+2CDA0,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_265,𬶨,U+2CDA8,T3,上下,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_266,𬶭,U+2CDAD,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_267,𬶮,U+2CDAE,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_268,𬷕,U+2CDD5,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_269,𬸘,U+2CE18,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_270,𬸚,U+2CE1A,T3,上下,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_271,𬸣,U+2CE23,T3,上下,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_272,𬸦,U+2CE26,T3,上下,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_273,𬸪,U+2CE2A,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_274,𬹼,U+2CE7C,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_275,𬺈,U+2CE88,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
PENC_276,𬺓,U+2CE93,T3,左右,struct_cjkvi_accurate,REQUIRED_SECOND_SOURCE_AND_DECOMPOSITION_TREE,NOT_GENERATED,owner audit confirms the existing cjkvi label; it does not create a second source,,,,
